racetime_ms,x,y,z,speed,turning,dist_to_next_cp,action
11830,757.1798095703125,24.023218154907227,674.3423461914062,211,0.0,427.2721421360191,up
11880,760.0894775390625,24.021867752075195,674.780517578125,212,0.0,426.1967869285409,up
11930,763.0162353515625,24.019594192504883,675.2210083007812,214,0.0,425.13269605831664,up
11980,765.9600830078125,24.017839431762695,675.6633911132812,215,0.0,424.0799420203579,up
12040,769.515380859375,24.016748428344727,676.197021484375,216,0.0,422.83241364387544,up
12090,772.4974975585938,24.01746940612793,676.6421508789062,218,-1.0,421.8046195757737,up
12140,775.5000610351562,24.01911163330078,677.0653686523438,219,-1.0,420.7669960071088,up
12190,778.52392578125,24.022228240966797,677.4487915039062,220,0.0,419.7035788290519,up
12240,781.5709838867188,24.025856018066406,677.77490234375,221,0.0,418.5980633779836,up
12290,784.6416625976562,24.02895736694336,678.0361328125,222,0.0,417.44353368617976,up
12340,787.734375,24.029937744140625,678.2393798828125,224,0.0,416.246869235332,up
12390,790.8467407226562,24.027666091918945,678.401611328125,225,0.0,415.0244179017149,up
12440,793.9778442382812,24.02276611328125,678.5350952148438,226,0.0,413.787814969832,up
12500,797.759033203125,24.016145706176758,678.6690063476562,227,0.0,412.2965450690053,up
12540,800.2940063476562,24.013120651245117,678.7462158203125,229,0.0,411.30181408339763,up
12590,803.4779663085938,24.014541625976562,678.8319091796875,230,0.0,410.0609373884283,up
12640,806.6796264648438,24.018028259277344,678.9088134765625,231,0.0,408.8259128605629,up
12690,809.899169921875,24.021800994873047,678.9793701171875,232,0.0,407.59937298841476,up
12750,813.7857055664062,24.024749755859375,679.0581665039062,234,0.0,406.14194009475847,up
12800,817.0437622070312,24.02509880065918,679.1213989257812,235,0.0,404.9422889685448,up
12850,820.31005859375,24.023780822753906,679.1830444335938,235,0.0,403.760807447865,up
12900,823.5757446289062,24.02162742614746,679.243896484375,235,0.0,402.6018555670314,up
12950,826.8414306640625,24.01953125,679.3046264648438,235,0.0,401.46601851976476,up
